name,age,height,weight,sex
Nicole Castillo,46.0,1.86,116.2,F
James Holt,63.0,1.83,101.1,M
James Smith,31.0,1.94,89.1,F
Andrea Bond,67.0,1.94,91.3,F
Ashley Ward,37.0,1.79,87.7,M
Joseph Hill,67.0,1.71,99.5,F
Dennis Duarte,65.0,1.82,79.3,M
Megan West,50.0,1.91,96.8,M
Jeffrey Garcia,60.0,1.5,58.5,F
Tina Jones,32.0,2.0,68.6,M
Teresa Young,29.0,1.59,108.5,F
Vanessa Parks,57.0,1.74,113.3,F
Mr. Kyle Martin,37.0,1.94,87.7,F
Spencer Williams,47.0,1.61,52.2,M
Jeffery Mccall,55.0,1.74,114.9,M
Jamie Roberts,20.0,1.57,99.1,M
Debbie Gibson,45.0,1.7,79.0,F
Jill Lopez,43.0,1.59,91.9,F
Tamara Porter,47.0,1.68,80.1,M
Lynn Lowery,30.0,1.69,82.6,F
Madeline Thomas,30.0,2.0,112.1,F
Justin Wilson,19.0,2.0,61.3,M
Ronald Nelson,54.0,1.56,57.3,M
Miss Karen George MD,66.0,1.86,50.2,M
Miss Tracy Richardson,55.0,1.53,72.0,F
Michael Bowers,19.0,1.52,60.3,F
Julia Williams,53.0,1.55,65.4,F
Jesse Dean,43.0,1.98,50.8,M
David Wiggins,28.0,1.97,65.9,M
Ruth Taylor,25.0,1.6,73.3,M
Carl Henry,61.0,1.58,52.2,M
Jordan Moore,57.0,1.62,92.6,F
Brittany Hayes,60.0,1.76,89.8,M
Joseph Hoffman,39.0,1.78,56.8,F
Michele Owens,37.0,1.61,91.7,M
Amy Love,25.0,1.88,119.9,F
Elizabeth Rodriguez,46.0,1.65,116.1,M
Mary Park,57.0,1.96,50.2,F
Shawn Gilmore,43.0,1.83,105.7,F
Dawn Ware,47.0,1.72,74.8,M
Jacob Montes,34.0,1.89,54.5,F
Sean Wright,37.0,1.91,70.7,M
Deborah Young,69.0,1.65,72.5,F
Michelle Nelson,33.0,1.67,86.6,M
Sean Santiago,63.0,1.97,96.3,M
Lindsey Davis,60.0,1.58,102.4,M
Michael Cortez,24.0,1.52,67.2,F
Justin Snyder,33.0,1.73,72.5,F
Jill Robertson,62.0,1.9,71.6,M
Rachel Smith,64.0,1.89,75.4,F
Stephanie Roberts,65.0,1.96,120.0,M
Christina Wilson,44.0,1.77,104.5,F
Benjamin Schmitt,40.0,1.55,118.2,M
Tracy Porter,41.0,1.79,98.5,M
Sara Barry,26.0,1.89,78.4,M
Michelle Hurst,52.0,1.55,77.3,M
Charles Jones,68.0,1.59,84.2,M
Mr. Chase Thompson,37.0,1.51,79.2,F
Robert Carter,54.0,1.8,108.0,F
Bridget Best,59.0,1.94,82.6,F
Cindy Ramirez,34.0,1.84,70.7,F
Lawrence Christian,64.0,1.99,104.2,M
James Osborn,48.0,1.53,109.8,M
Sarah Holder,25.0,1.95,79.4,M
Troy Patrick,32.0,1.91,96.7,F
Carlos Melton,48.0,1.66,54.1,M
Lauren Thomas,47.0,1.99,87.1,F
Justin Wilson,63.0,1.64,53.1,F
Holly Doyle,37.0,1.94,52.0,F
Dominic Kemp,56.0,1.94,92.9,M
Kyle Daniels,29.0,1.88,71.2,F
Brenda Sellers,66.0,1.78,102.0,F
Ryan Bauer,34.0,1.56,112.7,F
Raymond Oconnor,59.0,1.77,59.8,F
Ryan Williams,47.0,1.68,100.7,F
Richard Brown,46.0,1.9,86.0,M
Margaret Jenkins,36.0,1.88,57.8,F
Brian Tyler,63.0,1.96,95.6,F
Carrie Lee,28.0,1.51,92.7,F
Jasmine Ward,51.0,1.9,86.1,M
Tracy Morgan,67.0,1.97,114.9,F
Elizabeth Bowen,24.0,1.89,86.5,M
Shannon Johnson,61.0,1.57,119.3,F
Nancy Rios,51.0,1.54,85.6,M
Shannon Smith,37.0,1.51,58.1,M
Kenneth Brown,67.0,1.81,82.9,M
Perry Pierce,55.0,1.81,62.8,F
Michael Martin,41.0,1.99,91.8,F
Chris Hawkins,27.0,1.7,98.5,F
Kathryn Hill,49.0,1.67,82.8,F
Alexander Wilson,69.0,1.81,56.8,M
Alejandra Shaw,32.0,1.91,82.8,F
William Barker,54.0,1.97,55.7,F
Terry Mcdonald,37.0,1.9,97.7,M
Mary Rogers,20.0,1.71,105.3,M
Susan Powers,54.0,1.82,117.4,M
Nicholas Jefferson,57.0,1.93,60.4,M
Patrick Kane,25.0,1.75,87.3,F
Anna Osborn,57.0,1.61,89.7,F
Maria Robinson,61.0,1.58,114.6,M
Michael Brady,40.0,1.5,93.9,M
Evan Smith,57.0,1.86,60.2,F
Michael Shepherd,28.0,1.56,80.5,M
Christopher Johnson,63.0,1.62,95.8,M
Brandy Fitzgerald,25.0,1.65,99.0,M
Michelle Reyes,46.0,1.78,110.4,F
Susan Robinson,47.0,1.7,62.6,F
Vanessa Gibson,27.0,1.84,116.6,F
Alicia Dominguez,56.0,1.53,54.1,M
Lauren Jones,45.0,1.56,118.9,F
Sarah Richardson,66.0,1.75,110.0,M
Steven Williams,53.0,1.67,96.2,F
Matthew Ashley,30.0,1.65,101.4,M
Jessica Vaughn,49.0,1.53,55.1,M
Shannon Moss,53.0,1.95,52.9,F
Laura Simpson,54.0,1.85,57.1,F
Eric Lynch,43.0,1.56,56.1,M
Dawn Ayers,39.0,1.53,88.3,M
Jose Wilson,21.0,1.99,65.1,M
Miss Rachel Adkins,48.0,1.84,110.2,M
Lisa Allen,35.0,1.71,81.2,M
Janice Logan,55.0,1.85,98.7,F
Courtney Nichols,41.0,1.88,95.7,M
Johnny Faulkner,40.0,1.89,72.4,F
Melissa Snyder,39.0,1.74,67.0,F
William Abbott,19.0,1.71,74.0,F
Diana White,48.0,1.51,105.8,F
Justin Smith,28.0,1.96,91.0,M
Jasmine Shepherd,45.0,1.8,67.7,F
Holly Bailey,63.0,1.6,107.2,F
Allen Jordan,49.0,1.96,53.8,F
Patrick Smith,22.0,1.96,98.9,M
Matthew Wong,55.0,1.99,80.7,F
Joshua Kim,27.0,1.94,101.2,F
Mary Miller,57.0,2.0,114.9,F
Monica Ellis,63.0,1.62,102.5,M
Rebecca Mitchell,41.0,1.92,80.9,M
Shawn Roberts,52.0,1.91,60.6,M
Melanie Watkins,61.0,1.62,106.4,F
Lisa Myers,65.0,1.55,82.2,M
Andrea Jones DDS,40.0,1.99,55.3,M
Suzanne Boone,34.0,1.65,100.3,M
Jennifer Lewis,18.0,1.94,70.4,F
Kelly Martinez,48.0,1.5,53.4,M
Jeremiah Jackson,48.0,1.51,113.2,F
Jacob Andersen,59.0,1.73,83.8,F
Rebecca Jenkins,59.0,1.62,69.7,F
Jonathan Lee,51.0,1.84,100.1,F
James Marquez,26.0,1.78,112.0,M
Jessica Martin,39.0,1.54,50.0,M
Andrew Bass,30.0,1.58,98.1,F
Bonnie Chambers,42.0,1.69,103.7,F
Grace Brown,65.0,1.59,64.7,F
Joel Adams,35.0,1.9,84.3,F
Sabrina Bradley MD,68.0,1.71,56.3,M
Erika Flores,29.0,1.55,102.3,M
Maria Turner,57.0,1.74,109.3,F
John Johnson,34.0,1.55,57.6,M
Barbara Jenkins,32.0,1.56,107.2,M
Melissa Norris,59.0,1.62,104.0,M
Jessica Dudley,32.0,1.93,74.3,M
Sarah Cooke,32.0,1.96,98.3,F
Rebecca Gutierrez,56.0,1.91,50.0,M
Kelly Lane,30.0,1.67,115.2,F
Jennifer Stanley,34.0,1.64,88.5,M
Corey Roman,49.0,1.77,93.4,M
Anna Romero,26.0,1.86,96.5,F
Taylor Mckinney,57.0,2.0,89.3,M
Ryan Colon,37.0,1.57,110.0,F
Sarah Martin,43.0,1.52,92.7,M
Donna Kramer,44.0,1.85,113.5,F
Scott Young,38.0,1.92,90.8,M
Kenneth Santana,35.0,1.92,62.0,F
Molly Neal,30.0,1.84,113.9,M
Erin West,33.0,1.98,97.7,F
Tracy Gonzalez,26.0,1.76,98.9,M
Kaitlyn Barrera,29.0,1.96,119.0,F
Benjamin Browning,61.0,1.98,55.3,F
Douglas Murray,55.0,1.92,80.0,M
Benjamin Gilmore,36.0,1.65,66.7,F
Denise Hill,24.0,1.6,94.1,F
Jeffrey Calhoun MD,52.0,1.77,106.5,M
Andrew Garcia,65.0,1.73,117.6,M
Trevor Diaz,35.0,1.94,81.8,M
Deborah Hodges,33.0,1.55,105.0,F
Abigail Shelton,56.0,1.63,114.2,F
Ryan Thompson,21.0,1.88,97.8,M
Matthew Oneill,42.0,1.55,67.0,F
Amanda Weaver,49.0,1.66,92.5,M
Kimberly Martin,57.0,1.69,117.9,F
Rhonda Poole,30.0,1.81,119.1,M
Amy Johnson,62.0,1.58,95.0,F
Angela Bell,34.0,1.93,112.1,M
Michael Smith,66.0,1.72,64.0,M
Charles Trujillo,54.0,1.96,67.2,M
Jessica Williams,23.0,1.73,116.7,F
Virginia Phillips,36.0,1.64,59.5,F
Emily Payne,30.0,1.57,63.4,F
Thomas Fox,43.0,1.5,79.4,M
Jacob Everett,31.0,1.77,91.3,F
Kathryn Shannon,48.0,1.55,92.3,F
Tyler Robertson,21.0,1.7,70.4,M
Kevin Clark,56.0,1.79,114.4,M
Daniel Taylor,25.0,1.64,114.1,M
Randy Johnson,42.0,1.59,77.4,M
Amy Walker,30.0,1.89,80.4,F
Charles Wong,49.0,1.97,99.2,M
Matthew Hughes,55.0,1.55,96.4,F
Steven Richardson,55.0,1.58,76.8,M
Joseph Woods,45.0,1.98,79.0,F
Ana Mcdonald,47.0,1.52,74.4,M
Tom Walker,20.0,1.99,66.5,M
Mr. Steven Mccoy,45.0,1.5,82.1,M
Lori Chase,20.0,1.94,98.1,M
Jason Boyd,62.0,1.65,101.9,M
Jessica Ramsey,51.0,1.97,104.5,F
Jose Henry,33.0,1.66,76.2,F
Derrick Mendoza,39.0,1.83,103.5,F
Matthew James,49.0,1.54,50.5,F
Robin Hendricks,55.0,1.62,83.4,F
Bradley Pacheco,25.0,1.89,105.6,M
Dillon Garcia,25.0,1.76,94.1,M
Helen Molina,23.0,1.96,83.2,F
Patricia Ball,31.0,1.71,95.1,F
David Walker,49.0,1.93,113.5,F
Tyler Anderson,52.0,1.72,89.6,F
Sean Carey,27.0,1.99,106.0,F
Willie Smith,20.0,1.98,118.7,M
Danielle Miller,29.0,1.66,99.4,F
Cole Crane,66.0,1.94,90.1,M
Vanessa Lee,48.0,1.92,52.6,F
Jeffrey Smith,46.0,1.61,76.2,M
Jesus Marshall,22.0,1.81,89.6,F
Norma Ramsey,69.0,1.54,105.8,F
Karen Smith,42.0,1.92,80.7,M
Kathleen Barr,58.0,1.59,117.2,M
Kyle Cooper,48.0,1.54,69.0,M
Carolyn Cole,38.0,1.7,102.1,F
Barbara Harris,37.0,1.79,79.3,F
Nicole Sullivan,56.0,1.93,84.0,F
Tammy Aguilar,39.0,1.99,106.2,F
Matthew Mayer,21.0,1.72,70.7,M
Nathan Thomas,30.0,1.53,56.8,M
Laura Mcdonald,62.0,1.87,86.4,M
Roger Adams,59.0,1.78,87.0,M
Kathleen Vance,67.0,1.72,105.8,M
Jessica Good,66.0,1.65,117.8,M
Deanna Williams,37.0,1.75,53.9,M
Terry Cross,69.0,1.67,91.4,F
Karen Lester,30.0,1.88,97.7,F
Katelyn Nguyen,34.0,1.77,119.0,M
Johnathan Lee,53.0,1.94,116.0,M
Shane Edwards,50.0,1.77,99.9,F
Jennifer Murray,18.0,1.62,86.5,M
Eric Powell,32.0,1.93,61.3,F
Nathan Hughes,30.0,1.78,76.9,F
Randall Middleton,34.0,1.6,91.0,M
Zachary Clark Jr.,41.0,1.81,100.8,F
Maria Hobbs,25.0,1.68,94.5,F
Anthony Hughes,67.0,1.92,100.0,F
Marilyn Roberts,44.0,1.73,80.0,M
Denise Martin,62.0,1.86,100.9,M
Tammy Brown,40.0,1.55,60.1,F
Kristin Lee,63.0,1.7,61.4,M
Jonathan Blevins,25.0,1.99,61.4,F
Joseph White,25.0,1.9,112.4,F
Christie Garrett,43.0,1.58,55.3,M
Michael Tapia,64.0,1.64,106.1,F
Michael Guzman,30.0,1.66,66.3,F
Tina Patterson,56.0,1.83,82.8,F
Cathy Bowen,54.0,1.88,114.1,F
Joel Brown,66.0,1.87,91.0,F
Amanda Kelly DVM,45.0,1.75,64.7,F
Dr. Morgan Ellis,42.0,1.91,69.9,F
Jessica Hall,33.0,1.72,114.4,M
Alicia Collins,19.0,1.56,79.9,M
Joshua Hensley,35.0,1.78,91.1,F
Sean Arnold,34.0,1.98,82.2,M
Patricia Wagner,47.0,1.9,76.5,F
Monica Farmer,56.0,1.79,65.6,F
Kirsten Stanton,30.0,1.82,98.0,F
Amy Wilson,49.0,1.97,100.3,F
Carrie Velazquez,67.0,1.71,69.2,M
Robert Mcdowell,46.0,1.67,105.2,F
Brian Austin,63.0,1.99,109.8,F
James Garcia,47.0,1.93,114.4,M
John White,35.0,1.66,61.3,M
Jeremy Peterson,30.0,1.73,71.3,M
Mandy Nelson,60.0,1.71,110.2,M
Larry Gutierrez,38.0,1.57,63.9,M
Dr. Leah Hawkins,47.0,1.98,50.2,M
Christina Burns,38.0,1.7,111.0,F
Yvonne Avila,65.0,1.94,72.9,F
Jacob Wilson,34.0,1.59,79.0,M
Sally Cunningham,57.0,1.77,81.2,M
Daniel West,36.0,1.51,109.4,F
Katrina Jones,69.0,1.88,73.7,M
Katherine Mcpherson,32.0,1.79,112.5,M
Ashley Aguilar,26.0,1.81,93.2,M
Travis Barnett,69.0,1.53,86.9,F
Brandon Moreno,27.0,1.61,72.8,M
Meghan Williams,61.0,1.54,67.1,F
Chris Valdez,48.0,1.64,93.7,F
Anne Smith,40.0,1.81,81.3,F
Mark Huber,69.0,1.78,113.7,M
Tyler Johnson,47.0,1.81,84.4,M
Jeremiah Harrell,50.0,1.77,85.8,F
Amy Chavez,69.0,1.64,79.2,F
Mark Walker,26.0,1.62,105.2,M
Erica Anderson,64.0,1.57,79.7,F
Robert Fisher,18.0,1.92,68.9,M
Tina Ingram,61.0,1.81,110.3,F
April Olson,52.0,1.59,91.8,M
Kristin Powell,28.0,1.59,91.4,M
Sheri Jenkins,51.0,1.94,92.8,F
Louis Long,33.0,1.87,100.3,F
Lauren Garcia,26.0,1.83,71.9,M
Cynthia Campbell DDS,49.0,1.7,52.4,F
Misty Berry,32.0,1.63,106.7,F
Kathleen Nichols,29.0,1.99,59.0,F
Kenneth White,50.0,1.9,100.5,M
Charles Gonzalez,62.0,1.65,55.8,F
Frank Williams,31.0,1.92,76.3,F
Seth Bennett,25.0,1.88,54.4,F
David Ruiz,25.0,1.65,86.6,F
Dennis Ellis,44.0,1.71,95.7,M
Carrie Rogers,29.0,1.59,62.0,F
Kevin Gilbert,18.0,1.56,76.0,M
Edward Robinson,60.0,1.86,115.1,M
Michael Park,57.0,1.63,81.0,F
Oscar Perez,59.0,1.91,106.2,F
Edward Flores,68.0,2.0,114.9,M
Tammy Rodriguez,28.0,1.54,118.2,F
Edward Black,56.0,1.74,112.9,F
Katelyn Bradley,60.0,1.9,72.2,M
Catherine Simpson,48.0,1.89,117.4,F
Holly Christian,34.0,1.88,106.9,F
Theresa Green,50.0,1.67,108.6,F
Gabriel Brown,49.0,1.73,51.1,M
Jasmine Lyons,46.0,1.8,116.8,F
Brittany Stewart MD,38.0,1.99,104.5,M
Mary Church,38.0,1.66,103.8,M
Margaret Martin,57.0,1.96,55.7,M
Brianna Morris,40.0,1.63,66.3,F
Kimberly Patel,23.0,1.99,117.4,F
Elizabeth Clark,39.0,1.84,85.0,M
Monica Morris MD,67.0,1.73,77.9,M
Gregory Potter,55.0,1.81,108.8,F
Cody Ramirez,54.0,1.64,56.1,F
Autumn Woods,62.0,1.64,79.2,M
John Chavez,68.0,1.56,76.3,F
Mark Ross,25.0,1.56,74.5,M
Steven Wolf,58.0,1.67,71.5,M
Alexis Taylor,66.0,1.88,64.7,F
Kimberly Ryan,52.0,1.8,62.1,F
Sandra Arnold,68.0,1.55,94.8,F
Kyle Walker,28.0,1.93,114.4,M
Kevin Campbell,41.0,1.8,85.6,F
Ryan Campbell,66.0,1.98,70.9,F
Amber Wilson,38.0,1.84,61.1,M
Devin Burke,68.0,1.59,108.1,M
Amanda Silva,19.0,1.74,118.0,F
Steven Alexander,57.0,1.82,74.4,F
Richard Flynn,36.0,1.51,70.4,M
Maria Hutchinson,56.0,1.51,92.1,M
Catherine Castillo,45.0,1.56,104.3,F
Eduardo Fletcher,34.0,1.63,81.9,F
Eric Young,23.0,1.71,94.1,M
Anthony Clark,36.0,1.74,100.2,F
Tonya Vazquez,55.0,1.57,117.2,M
Michael Hanson,45.0,1.84,61.6,M
Terri Bonilla,19.0,1.8,119.8,F
Gabriella Williams,55.0,1.65,77.5,F
Karen Dunlap,54.0,1.51,100.6,M
Taylor Smith,68.0,1.54,90.1,M
Monica Hall,69.0,1.7,84.1,M
Melanie Reyes,21.0,1.58,98.9,F
Mrs. Carrie Middleton,39.0,1.69,77.7,M
Laura Hess,43.0,1.81,58.8,M
Meagan Silva,66.0,1.77,84.2,M
Miranda Armstrong,60.0,1.62,86.5,F
Rodney Novak,53.0,1.67,64.1,M
Steven Scott,30.0,1.81,115.5,F
Travis Davis,69.0,1.93,65.9,F
Troy Murphy,49.0,1.88,78.6,M
Jennifer Ford,34.0,1.78,60.8,M
Christina Barnes,58.0,1.68,87.5,M
Andrew Johns,53.0,1.68,71.5,F
Joseph White,63.0,1.94,84.2,M
Michael Strong,36.0,1.52,65.7,F
Thomas Fleming,52.0,1.99,53.8,F
Amanda Schroeder,63.0,1.83,104.5,F
Nicholas Harris,57.0,1.84,94.9,F
Cristian Ward,45.0,1.52,73.9,F
Kyle Davis,18.0,1.8,53.3,F
Nancy Ortiz,59.0,1.74,110.6,M
Brittany Howard,35.0,1.55,61.9,M
Michael Boone,65.0,1.64,115.2,F
Jennifer Warren,57.0,1.95,83.5,F
Beth Carter,50.0,1.77,73.8,M
David Hendrix,29.0,1.71,101.9,M
Rebecca Suarez,25.0,1.54,111.4,M
Kristen Hunt,41.0,1.86,75.9,M
Catherine Buchanan,33.0,1.85,78.5,F
Darren Preston,67.0,1.81,80.3,M
Misty David,21.0,1.76,114.6,F
Sarah Ho,55.0,1.72,98.5,F
Timothy Nguyen,61.0,1.8,67.3,M
Michael Wilson,44.0,1.62,62.9,M
Bobby Taylor,26.0,1.97,66.1,F
Cindy Bell,64.0,1.79,68.4,F
David Oconnell,33.0,1.66,66.1,F
Erin Martinez,29.0,1.72,96.1,F
Brian Russo,48.0,1.9,58.1,M
Amy Vaughan,41.0,1.58,77.1,M
Christian Jackson,31.0,1.65,93.8,M
Kelly Callahan,62.0,1.84,70.4,M
Tammy Mills,42.0,1.66,54.6,M
William Watkins,51.0,1.9,55.7,F
Carol Olson,20.0,1.57,58.8,F
Jennifer Boone,41.0,1.88,108.5,M
Travis York,59.0,1.53,96.1,M
Lauren Kim,26.0,1.51,54.5,F
Haley Turner,43.0,1.95,77.4,F
Christopher Kirk,37.0,1.79,69.5,M
Daniel Berry,57.0,1.68,90.5,M
Kyle Mathis,27.0,1.62,86.6,F
Maria Ingram,36.0,1.81,83.7,M
Nicole Hutchinson,20.0,1.75,72.0,M
Gene Garcia,41.0,2.0,59.6,F
Virginia Delacruz,22.0,1.99,102.0,F
Roberto Adams,20.0,1.82,111.6,F
Denise Bradley,44.0,1.72,116.1,M
Joseph Daniels,33.0,1.75,54.1,F
Trevor Williams,66.0,1.84,101.8,M
Sarah Riley,32.0,1.55,100.9,F
Andrew Johnson,52.0,1.66,116.3,M
Deborah Martin,29.0,1.54,67.7,M
Christine Green,58.0,1.54,102.0,F
,61.0,1.6,53.8,M
Erin Rose,43.0,1.74,94.2,M
Michael Wilson,64.0,1.89,74.6,F
Derek Pacheco,51.0,1.74,103.8,M
Stephen Smith,40.0,1.67,110.4,F
Eric Keller,48.0,1.54,75.5,M
Sarah Farmer,67.0,1.78,86.8,F
Micheal Ramirez,37.0,1.64,58.2,F
Renee Quinn,29.0,1.81,79.2,M
Adam Hart,40.0,1.99,75.3,F
Kevin Montgomery,21.0,1.56,62.8,F
Christopher Reynolds,40.0,1.61,112.6,M
John Smith,65.0,1.74,60.4,F
Anna Rich,65.0,1.98,94.5,F
Sean Warren,18.0,1.89,112.3,F
Adrienne Scott DVM,42.0,1.95,113.8,F
Marcus Barr,19.0,1.67,105.5,M
James Ryan,47.0,2.0,62.3,F
Samantha Elliott,20.0,1.55,107.2,F
Jennifer Young,38.0,1.53,69.4,F
Carl Benton,42.0,1.93,114.6,M
Donald Clark,37.0,1.96,99.6,M
Natalie Taylor,66.0,1.55,105.0,F
Marcia Vasquez DDS,69.0,1.56,56.0,F
Virginia Wise,39.0,1.52,90.8,M
Andrea Simpson,38.0,1.55,107.5,F
Carlos Savage,50.0,1.6,110.3,F
Omar Robbins,69.0,1.99,52.0,F
Jason Guzman,55.0,1.83,115.7,F
Chloe Moore,32.0,1.89,53.0,M
Jose Oneal,63.0,1.89,93.0,M
Donna Medina,69.0,1.77,98.5,M
Tammy Evans,32.0,1.9,57.5,M
Robin Barnes,63.0,1.8,53.4,M
Desiree Collins,42.0,1.66,104.9,F
Lisa Mayer,38.0,1.78,76.9,M
Daniel Conley,41.0,1.77,57.5,F
Victoria Bates,22.0,1.91,103.4,M
Michael Martin,23.0,1.99,109.4,F
Lauren Santiago,66.0,1.71,91.1,M
Robert Melton,60.0,1.88,61.3,M
Ann Flynn,65.0,1.55,51.1,F
Jeffrey Cole,61.0,1.89,99.1,F
Brandi Schroeder,64.0,1.69,88.5,F
Wendy Franklin,40.0,1.52,95.6,M
Heather Cochran,21.0,1.68,106.9,M
Corey Baker,44.0,1.81,80.4,F
Susan Hampton,35.0,1.56,58.7,M
Chad Barber,38.0,1.96,115.8,F
Gregory Joseph,45.0,1.54,88.2,M
Kenneth Hunter,52.0,1.97,93.1,F
Michelle Phillips,39.0,1.85,115.3,F
Robert Hernandez,57.0,1.66,115.2,M
Tim Jenkins,40.0,1.7,90.0,F
William Ortiz,20.0,1.87,70.8,M
Martin Mitchell,57.0,1.8,119.8,M
Joe Gordon,67.0,1.84,97.7,M
Courtney Coleman,27.0,1.69,78.6,F
Jacqueline Estrada,42.0,1.74,89.2,F
Jamie Jackson,69.0,1.99,79.1,F
Jade Johnson,66.0,1.61,112.2,M
Jessica Williams,25.0,1.71,83.8,M
Brandon Hudson,28.0,1.65,107.6,F
Dylan Wright,22.0,1.88,108.8,M
Kimberly Guerrero,62.0,1.88,107.7,M
Raymond Scott,54.0,1.65,100.6,M
Justin Cooley,62.0,1.54,109.8,F
Sally Jones,55.0,1.51,77.1,F
James Cline,46.0,1.71,58.0,F
Fred Cooper,22.0,1.71,109.0,M
Diane Anderson,26.0,1.99,84.9,M
Christina Ray,65.0,1.73,58.9,F
Jacob Lawrence,19.0,1.63,58.1,F
Lisa Sharp,18.0,1.95,61.1,F
John Neal,57.0,1.75,102.6,M
Robert Bowman,68.0,1.8,99.8,F
Angelica Richard,47.0,1.55,64.3,F
James Hoover,28.0,1.69,109.3,F
Tiffany Wise,45.0,1.97,69.7,M
Lucas Perez,61.0,1.79,105.5,F
Jason Mcdowell,29.0,1.67,84.2,M
Bradley Griffin,56.0,1.81,101.2,F
Kelsey Edwards,43.0,1.96,76.7,M
Nicholas Crawford,30.0,1.64,74.3,F
Tyler Oconnell,25.0,1.75,108.9,F
Roberto Matthews,45.0,1.98,52.5,M
Joshua Hall,47.0,1.59,118.2,F
Holly Bailey,26.0,1.86,95.4,F
Joseph Elliott,56.0,1.81,80.3,F
Julie Williams,48.0,1.84,94.0,F
Billy Mullins,38.0,1.68,58.6,M
Lisa Olson,64.0,1.66,86.0,M
Susan Carr,51.0,1.84,119.0,M
Christopher Mcdonald,48.0,1.61,66.5,M
Benjamin Espinoza,69.0,1.71,100.6,M
Paul Anderson,42.0,1.59,80.4,M
Jaime Hanna,,1.5,95.7,M
Joel Schmidt,18.0,1.99,64.3,M
Debra Lowe,39.0,1.72,82.9,F
Jessica Snyder,57.0,1.98,118.6,F
Melissa Summers,54.0,1.57,63.7,M
Angela Gill,64.0,1.79,94.6,M
Jeffrey Bailey,18.0,1.6,90.3,M
Cassidy Pierce,18.0,1.9,89.6,F
Monique Evans,59.0,1.89,93.1,M
Vernon Miller,59.0,1.56,85.2,M
Joseph Garcia,38.0,1.96,51.2,M
Chelsea Foley,32.0,1.6,113.0,M
Jonathan Garza,34.0,1.81,107.9,F
Gregory Thomas,39.0,1.99,62.2,M
Andrea Wells,55.0,1.94,78.9,F
Kristi Mann,52.0,1.98,103.9,F
Matthew Smith,62.0,1.67,118.6,F
Tina Callahan,33.0,1.55,116.6,M
Stephanie Bennett,25.0,1.59,113.0,F
Hannah Price,64.0,1.75,61.1,M
Christine Morrison,34.0,1.9,114.0,M
Jamie Fisher,34.0,1.58,111.5,M
Steven Todd,43.0,1.83,76.4,M
Nicole Patel,30.0,1.66,77.6,M
Garrett Guzman,34.0,1.67,82.2,M
Barbara Brown,55.0,1.83,95.9,M
David Jones,34.0,1.73,68.3,M
Kristen Mercado,65.0,1.91,51.6,F
Angela Houston,31.0,1.58,59.9,M
Edgar Oliver,62.0,1.89,80.8,F
David Parsons,23.0,1.53,69.7,M
Sabrina Huynh,52.0,1.6,103.5,F
Kelly Morgan,63.0,1.83,57.5,F
Whitney Stanley,31.0,1.93,114.2,M
Paul Benson,64.0,1.63,112.7,F
Andrew Simpson,25.0,1.66,113.6,M
Jennifer Guerrero,32.0,1.77,101.8,F
Mr. Phillip Bishop DVM,44.0,1.61,57.5,M
Christopher Tucker,30.0,1.91,80.7,F
Daniel Mendoza,66.0,1.89,59.2,F
Roger Shelton,48.0,1.57,119.1,M
Colton Mccarty,52.0,1.73,73.3,F
Sarah Miller,23.0,1.89,91.0,M
Andrew Green,22.0,1.67,104.6,M
Erica Woodard,39.0,1.82,114.4,F
Kimberly Baker,66.0,1.53,102.9,F
Debra Harrington,40.0,1.8,97.2,F
Robert Morales,42.0,1.58,82.6,M
Andrew Elliott,51.0,1.92,92.4,M
Natalie Spencer,43.0,1.68,56.6,M
Brian Hall,64.0,1.64,111.9,M
Austin Morgan,22.0,1.92,88.1,F
Charles Brown,43.0,1.53,52.8,M
Phillip Gray,37.0,1.7,114.4,M
Samantha Harrison,23.0,1.69,84.3,F
Haley Rodriguez,23.0,1.64,110.8,F
Patricia Gordon,67.0,1.96,110.0,F
David Wilson,35.0,1.88,107.1,M
Catherine Floyd,21.0,1.53,54.3,F
Mariah Williams,34.0,1.86,67.3,F
Kathleen Quinn,31.0,1.76,111.3,M
Paul Miller,31.0,1.95,112.9,M
Connie Young,30.0,1.66,82.1,M
Mark Smith,24.0,1.79,80.8,M
Dawn Taylor,61.0,1.75,62.3,F
Kelly Tran,32.0,1.74,117.8,M
Vanessa Zimmerman,36.0,1.73,64.9,F
April Dudley,60.0,1.6,63.4,F
Brett Lin,64.0,1.88,96.3,M
Brittany Moreno,61.0,1.73,67.0,M
Patrick Smith,52.0,1.98,115.7,M
Diane Lee,34.0,1.63,50.8,M
John Collins,52.0,1.84,50.4,F
Luis Reynolds,36.0,1.97,85.3,M
Terry Hall,37.0,1.83,84.2,M
Shannon Leblanc,53.0,1.94,61.4,F
Joshua Smith,52.0,1.91,84.6,F
Bobby May,49.0,1.68,78.8,F
Rose Kelley,65.0,1.8,112.3,M
Sarah Sanchez,61.0,1.58,50.6,F
Robert Caldwell,57.0,1.77,118.3,F
Tracey Lucas,41.0,1.62,93.7,F
Richard Hansen,34.0,1.87,60.6,M
Stacy Gutierrez,24.0,1.76,53.3,F
Teresa Williams,60.0,1.71,87.7,M
Mary Nelson,67.0,1.63,66.4,F
Spencer Barron,18.0,2.0,71.1,F
Alexander Williams,52.0,1.54,67.2,F
Thomas Horton,49.0,1.52,95.5,F
